,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,key,mode,liveness,loudness,speechiness,tempo,time_signature,valence
1863,Thong Song,Unleash The Dragon,Sisqo,1999-01-01,253733,0,0.706,0.119,0.888,9.64e-05,2,1,0.07,-6.959,0.0654,121.549,4,0.714
1864,Kryptonite,The Better Life,3 Doors Down,2000,233826,0,0.544,0.00657,0.878,1.43e-05,11,0,0.17,-5.145,0.0288,99.024,4,0.527
1865,There You Go,Can't Take Me Home,P!nk,2000,202706,0,0.829,0.085,0.86,0.0,10,0,0.0412,-6.381,0.0845,107.91,4,0.669
1866,Music,Celebration (double disc version),Madonna,2009-09-18,225813,49,0.738,0.00153,0.852,0.0895,7,1,0.178,-6.13,0.0766,119.735,4,0.834
1867,Doesn't Really Matter - Album Version (Edited),The Best (UK Version),Janet Jackson,2009-11-17,296333,0,0.727,0.177,0.886,0.00401,5,0,0.269,-3.516,0.0524,99.399,4,0.518
1868,What a Girl Wants,Christina Aguilera,Christina Aguilera,1999-07-15,215866,0,0.755,0.0671,0.827,0.0,0,1,0.329,-6.803,0.114,142.122,4,0.797
1869,Back At One,Back At One,Brian McKnight,1999-09-21,263666,0,0.661,0.452,0.346,0.0,11,1,0.131,-9.115,0.03,129.752,4,0.256
1870,Bye Bye Bye,Greatest Hits,*NSYNC,2005-10-21,199640,56,0.571,0.0198,0.87,6.6e-06,8,0,0.0564,-3.877,0.0641,172.716,4,0.813
1871,You Sang To Me,Marc Anthony,Marc Anthony,1999-09-28,347106,58,0.578,0.0103,0.894,2.66e-06,10,1,0.216,-5.42,0.0296,165.98,4,0.741
1872,I Need to Know,Marc Anthony,Marc Anthony,1999-09-28,227706,58,0.813,0.486,0.949,9.75e-06,3,0,0.112,-2.563,0.0336,115.061,4,0.792
1873,Get It On Tonite,Get It On...Tonite,Montell Jordan,1999-11-09,276224,0,0.813,0.235,0.487,7.59e-05,10,0,0.0928,-9.78,0.0783,99.0,4,0.873
1874,Incomplete,Unleash The Dragon,Sisqo,1999-01-01,274226,0,0.746,0.282,0.443,0.0,1,0,0.14,-7.693,0.0771,119.311,4,0.272
1875,I Try,I Try: The Macy Gray Collection,Macy Gray,2008-10-10,238066,0,0.559,0.304,0.637,0.000195,2,1,0.0783,-7.495,0.0321,152.885,4,0.782
1876,It's Gonna Be Me,No Strings Attached,*NSYNC,2000-03-21,191040,62,0.644,0.0459,0.874,2.24e-06,0,0,0.0584,-4.666,0.0801,165.09,4,0.882
1877,That's the Way It Is,The Essential,Céline Dion,2008,242893,0,0.627,0.13,0.873,0.0,9,1,0.132,-5.186,0.0467,93.029,4,0.562
1878,Country Grammar (Hot Shit),Country Grammar,Nelly,2000-06-27,287000,0,0.865,0.00689,0.664,0.0,2,1,0.142,-6.822,0.108,162.831,4,0.565
1879,Bring It All to Me (feat. *NSYNC),Blaque Ivory,Blaque,1999-05-18,218173,4,0.699,0.000476,0.579,0.0,0,1,0.0563,-5.065,0.033,89.019,4,0.719
1880,Show Me the Meaning of Being Lonely,Millennium,Backstreet Boys,1999-05-21,234960,0,0.627,0.235,0.629,0.0,6,0,0.0768,-4.982,0.0252,167.974,4,0.694
1881,Hot Boyz,Da Real World,Missy Elliott,1998-03-31,215466,53,0.727,0.339,0.445,0.0,1,1,0.18,-11.241,0.291,81.125,4,0.527
1882,Back Here,Demon UK Top 75 Hits Vol 6,BBMAK,2008-05-07,222533,0,0.622,0.0722,0.935,4.79e-06,7,1,0.0524,-3.308,0.0329,104.775,4,0.935
1883,It Feels So Good,Hear My Cry,Sonique,1999-10-21,242866,0,0.636,0.0131,0.688,0.000871,5,0,0.1,-7.273,0.0297,134.987,4,0.587
1884,Absolutely (Story of a Girl) - Radio Mix,The Madding Crowd,Nine Days,2000-05-16,189333,69,0.481,0.000891,0.94,0.0,7,1,0.0939,-5.204,0.066,96.493,4,0.66
1885,With Arms Wide Open,Human Clay,Creed,1999,274706,0,0.413,0.00317,0.528,0.00103,0,1,0.119,-8.314,0.0325,138.913,4,0.139
1886,Be With You,Greatest Hits (International Version),Enrique Iglesias,2008-01-01,219480,0,0.685,0.0335,0.849,0.00113,1,0,0.0572,-6.068,0.0325,122.014,4,0.551
1887,Come on over Baby (All I Want Is You) - Radio Version,Christina Aguilera/Stripped,Christina Aguilera,2006-08-28,204533,0,0.825,0.216,0.914,2.43e-05,8,1,0.228,-3.207,0.102,118.912,4,0.774
1888,No More,Love Crimes,Ruff Endz,2000-08-22,242560,55,0.839,0.0324,0.641,4.56e-06,10,0,0.0602,-5.669,0.0858,97.004,4,0.927
1889,All The Small Things,Enema Of The State,blink-182,1999-01-01,168000,0,0.442,0.00844,0.893,0.0,0,1,0.529,-4.878,0.0505,148.119,4,0.712
1890,The Way You Love Me,Breathe,Faith Hill,1999-11-09,186066,59,0.627,0.127,0.716,0.0,2,1,0.0344,-7.175,0.0352,101.99,4,0.734
1891,I Turn to You,Christina Aguilera/Stripped,Christina Aguilera,2006-08-28,273733,0,0.59,0.356,0.467,0.0,1,1,0.111,-8.385,0.0386,127.17,4,0.291
1892,Never Let You Go,Rhino Hi-Five: Third Eye Blind,Third Eye Blind,2005,237120,0,0.729,0.0845,0.94,0.000262,4,1,0.0963,-4.933,0.0382,113.804,4,0.966
1893,I Need You,I Need You,LeAnn Rimes,2001-01-30,228360,0,0.474,0.0216,0.731,4.3e-05,7,1,0.114,-7.092,0.0374,144.727,4,0.555
1894,Thank God I Found You,The Essential Mariah Carey,Mariah Carey,2011,257626,0,0.493,0.603,0.466,0.0,8,1,0.103,-8.499,0.0334,129.756,4,0.152
1895,Let's Get Married,J.E. Heartbreak,Jagged Edge,2000-01-18,263226,57,0.761,0.175,0.627,0.0,1,1,0.128,-5.554,0.0538,109.821,4,0.891
1896,My Love Is Your Love,My Love Is Your Love,Whitney Houston,1998-11-17,261573,0,0.769,0.054,0.47,5.14e-06,7,1,0.0628,-9.526,0.158,82.505,4,0.465
1897,Then The Morning Comes,Astro Lounge,Smash Mouth,1999-01-01,182266,0,0.729,0.0231,0.881,0.0,5,0,0.0872,-5.024,0.0283,118.58,4,0.963
1898,Blue (Da Ba Dee),Europop,Eiffel 65,1999,283747,0,0.822,0.259,0.969,0.000162,7,0,0.39,-11.471,0.0582,128.007,4,0.765
1899,Desert Rose,The Very Best Of Sting And The Police,Sting,2002-01-01,286106,0,0.581,0.0138,0.595,0.0,0,0,0.107,-10.124,0.0321,112.008,4,0.153
1900,Hanging By A Moment,No Name Face,Lifehouse,2001-03-02,216066,0,0.54,0.00103,0.866,0.0,1,1,0.0971,-4.901,0.0364,124.595,4,0.441
1901,Fallin',Songs In A Minor,Alicia Keys,2001-06-05,210200,70,0.652,0.263,0.609,0.00101,11,0,0.233,-7.519,0.037,95.986,3,0.482
1902,All For You,All For You,Janet Jackson,2001-04-24,329933,0,0.753,0.0169,0.933,0.115,2,1,0.131,-2.975,0.0726,113.527,3,0.724
1903,Drops of Jupiter (Tell Me),Pure... Voices,Train,2012-09-07,259426,32,0.529,0.0925,0.596,0.0,0,1,0.163,-7.236,0.0271,79.707,4,0.513
1904,I'm Real - Murder Remix,J.Lo,Jennifer Lopez,2001-07-24,262133,0,0.735,0.368,0.58,0.0,4,0,0.0671,-7.555,0.115,83.447,4,0.525
1905,If You're Gone,Mad Season,Matchbox Twenty,2000-05-23,274933,66,0.544,0.427,0.659,1.33e-06,9,1,0.126,-7.191,0.0298,109.933,4,0.361
1906,Let Me Blow Ya Mind,Scorpion,Eve,2001-01-01,229933,0,0.905,0.249,0.559,0.0,1,0,0.0646,-4.237,0.11,90.031,4,0.887
1907,Thank You,No Angel,Dido,1999,218360,75,0.725,0.3,0.583,0.000238,1,0,0.0665,-9.942,0.0427,79.984,4,0.762
1908,Again,Greatest Hits,Lenny Kravitz,2000,228933,55,0.554,0.0186,0.82,4.91e-05,2,1,0.161,-5.035,0.0296,79.147,4,0.752
1909,"Independent Women, Pt. 1",Survivor,Destiny's Child,2001-05-01,221133,67,0.73,0.362,0.602,3.69e-06,6,0,0.169,-3.782,0.206,97.954,4,0.927
1910,Hit 'Em Up Style (Oops!),Bittersweet,Blu Cantrell,2003-06-11,250493,53,0.696,0.169,0.722,0.0,5,0,0.289,-5.319,0.0801,90.116,4,0.67
1911,It Wasn't Me,The Boombastic Collection - Best Of Shaggy (International Version),Shaggy,2008-01-01,227546,52,0.852,0.0503,0.604,0.0,0,1,0.327,-4.569,0.0642,94.762,4,0.667
1912,Stutter (feat. Mystikal) - Double Take Remix,Greatest Hits,Joe,2008-10-14,213133,41,0.764,0.0544,0.732,0.0,1,1,0.31,-7.232,0.139,89.976,4,0.652
1913,It's Been Awhile,Break the Cycle,Staind,2001-05-22,264706,67,0.509,0.00189,0.774,0.000549,6,1,0.143,-4.054,0.0338,116.529,4,0.0824
1914,U Remind Me,8701,Usher,2001-08-07,266893,73,0.657,0.194,0.629,0.0,6,1,0.254,-4.938,0.0782,93.985,4,0.726
1915,Where the Party At (feat. Nelly),Jagged Little Thrill,Jagged Edge,2001-07-03,232573,70,0.596,0.31,0.661,0.0,5,0,0.0847,-6.239,0.226,129.491,5,0.86
1916,Angel,The Boombastic Collection - Best Of Shaggy (International Version),Shaggy,2008-01-01,235146,49,0.805,0.121,0.763,0.0,6,1,0.047,-2.955,0.0942,85.289,4,0.82
1917,Ride Wit Me,Country Grammar,Nelly,2000-06-27,291781,0,0.85,0.0616,0.7,1.8e-06,7,1,0.244,-6.49,0.0478,101.875,4,0.722
1918,Follow Me,Double Wide,Uncle Kracker,2000-06-13,218439,74,0.817,0.439,0.585,0.0,5,1,0.147,-4.688,0.0301,105.014,4,0.916
1919,Peaches & Cream (feat. P. Diddy),R&B Hits,112,2005-10-04,225946,55,0.706,0.00887,0.537,0.0,7,1,0.129,-6.347,0.348,203.746,4,0.775
1920,Drive,Make Yourself,Incubus,1999-10-26,232453,77,0.645,0.0562,0.792,0.0121,4,0,0.119,-7.34,0.036,90.565,4,0.666
1921,What Would You Do?,City High (UK Only Version),City High,2001-01-01,174533,0,0.732,0.244,0.795,0.0,7,1,0.633,-6.924,0.233,95.868,4,0.828
1922,Survivor,Survivor,Destiny's Child,2001-05-01,254026,73,0.514,0.0559,0.911,0.0,1,0,0.775,-2.027,0.41,161.109,4,0.619
1923,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",Moulin Rouge,Christina Aguilera,2001-09-03,264893,71,0.76,0.0144,0.801,1.49e-05,5,1,0.665,-3.769,0.0534,109.919,4,0.653
1924,Ms. Jackson,Stankonia,Outkast,2000-10-31,270506,85,0.843,0.143,0.806,0.0,4,0,0.0771,-5.946,0.269,94.948,4,0.613
1925,Love Don't Cost a Thing,Dance Again...The Hits,Jennifer Lopez,2012-07-20,222973,45,0.77,0.00306,0.859,2.55e-06,4,0,0.553,-4.013,0.0836,97.55,4,0.679
1926,The Way You Love Me,Breathe,Faith Hill,1999-11-09,186066,59,0.627,0.127,0.716,0.0,2,1,0.0344,-7.175,0.0352,101.99,4,0.734
1927,He Loves U Not,It Was All A Dream,Dream,2001-01-01,226560,0,0.722,0.0945,0.926,1.2e-06,8,1,0.165,-5.868,0.237,155.961,4,0.595
1928,Butterfly,Butterfly,Crazy Town,1999-03-16,215800,50,0.739,0.00144,0.791,0.000157,9,0,0.115,-4.796,0.0831,103.494,4,0.631
1929,Put It On Me,Rule 3:36,Ja Rule,2000-01-01,262826,0,0.831,0.0024,0.79,0.0,1,0,0.0515,-4.714,0.165,93.14,4,0.791
1930,Family Affair,Family Affair (UK Version),Mary J. Blige,2001,267973,0,0.911,0.126,0.555,2.96e-05,8,0,0.0812,-3.835,0.0443,92.898,4,0.967
1931,I Hope You Dance,I Hope You Dance,Lee Ann Womack,2000-01-01,294440,35,0.381,0.0569,0.451,0.0,7,0,0.112,-9.592,0.0307,151.109,4,0.244
1932,South Side,Play,Moby,1999,229733,0,0.612,0.00982,0.719,0.056,4,1,0.0814,-7.553,0.0421,97.101,4,0.409
1933,Don't Tell Me,Celebration (double disc version),Madonna,2009-09-18,249733,40,0.711,0.0273,0.696,0.000911,7,1,0.105,-5.605,0.0511,100.124,4,0.724
1934,Get Ur Freak On,Miss E... So Addictive,Missy Elliott,2001-05-14,211120,71,0.797,0.533,0.75,0.108,0,1,0.095,-9.369,0.247,177.87,4,0.74
1935,Crazy,X,K-Ci & JoJo,2000-12-05,258693,39,0.678,0.0768,0.649,0.0,0,1,0.492,-4.366,0.0261,116.116,4,0.405
1936,Fill Me In - Radio Edit,Fill Me In (88100),Craig David,2000-04-03,233200,0,0.676,0.42,0.736,0.013,8,1,0.0823,-7.008,0.0383,132.485,4,0.85
1937,Someone To Call My Lover,All For You,Janet Jackson,2001-04-24,272360,0,0.737,0.139,0.915,0.00078,2,1,0.182,-4.155,0.0404,127.913,4,0.917
1938,With Arms Wide Open,Greatest Hits,Creed,2004,278440,0,0.414,0.00312,0.525,0.0011,0,1,0.149,-8.436,0.0302,138.869,4,0.145
1939,Case Of The Ex (Whatcha Gonna Do),Fear Of Flying,Mýa,2000,236906,63,0.772,0.0548,0.688,9.79e-05,1,0,0.0725,-4.715,0.0405,98.0,4,0.348
1940,All or Nothing,O-Town 2,O-Town,2003-02-03,250800,62,0.652,0.257,0.447,0.0,0,1,0.253,-5.507,0.0287,126.905,4,0.234
1941,Bootylicious,#1's,Destiny's Child,2005,207960,48,0.808,0.00344,0.835,0.0,1,0,0.174,-4.586,0.273,103.382,4,0.639
1942,I'm Like A Bird,The Best of Nelly Furtado (International Version),Nelly Furtado,2010-01-01,244093,0,0.624,0.131,0.632,0.0,10,1,0.23,-5.066,0.0378,89.653,4,0.661
1943,Kryptonite,The Better Life,3 Doors Down,2000,233826,0,0.544,0.00657,0.878,1.43e-05,11,0,0.17,-5.145,0.0288,99.024,4,0.527
1944,Fiesta - Remix,The R. In R&B Collection: Volume 1,R. Kelly,2003-09-11,241400,0,0.92,0.0103,0.487,0.0,10,0,0.0411,-5.578,0.182,92.836,4,0.806
1945,When It's Over - Remastered,The Best Of Sugar Ray,Sugar Ray,2005-06-17,218333,52,0.677,0.0465,0.771,0.0,4,1,0.165,-5.852,0.0471,99.91,4,0.936
1946,Jaded,The Essential Aerosmith,Aerosmith,2002,214066,0,0.526,0.00446,0.891,2.66e-05,9,1,0.0908,-4.126,0.0505,118.038,4,0.667
1947,Promise,J.E. Heartbreak,Jagged Edge,2000-01-18,246720,59,0.751,0.136,0.568,0.0,5,0,0.0288,-5.431,0.0872,128.002,4,0.646
1948,Missing You,Open Letter,Case,2001-01-01,285666,0,0.615,0.263,0.589,0.0,1,0,0.0593,-6.488,0.0467,86.305,4,0.76
1949,Differences,The Life,Ginuwine,2001-04-03,265533,69,0.562,0.318,0.594,0.0,3,0,0.311,-4.578,0.0558,62.876,4,0.423
1950,How You Remind Me,Silver Side Up,Nickelback,2001-09-11,223840,81,0.446,0.00135,0.764,0.0,10,1,0.099,-5.042,0.033,172.094,4,0.543
1951,Foolish,Ashanti,Ashanti,2002-01-01,227386,0,0.665,0.337,0.696,0.0,0,1,0.106,-5.763,0.0521,90.116,4,0.711
1952,Hot In Herre,Nellyville (Explicit Version),Nelly,2002-06-25,228226,0,0.955,0.219,0.728,0.0,9,0,0.0612,-4.862,0.122,107.082,4,0.922
1953,Dilemma,Nellyville (Explicit Version),Nelly,2002-06-25,289173,0,0.73,0.18,0.552,6.14e-05,2,0,0.224,-8.177,0.146,168.091,4,0.613
1954,Wherever You Will Go,The Best Of...,The Calling,2011-02-04,209360,61,0.551,0.0392,0.696,0.0,2,1,0.127,-6.192,0.0265,112.024,4,0.354
1955,A Thousand Miles - Single Version,A Thousand Miles (Enhanced),Vanessa Carlton,2002-01-01,237920,0,0.566,0.264,0.825,0.0,11,1,0.218,-4.504,0.0383,94.991,4,0.278
1956,In the End,Hybrid Theory (Bonus Edition),Linkin Park,2000-10-24,216880,86,0.556,0.00958,0.864,0.0,3,0,0.209,-5.87,0.0584,105.143,4,0.4
1957,What's Luv? (feat. Ja-Rule & Ashanti),Jealous Ones Still Envy (J.O.S.E),Fat Joe,2001-12-04,267093,75,0.835,0.0219,0.707,2.19e-05,8,1,0.108,-5.074,0.0598,93.955,4,0.919
1958,U Got It Bad,8701,Usher,2001-08-07,247840,71,0.816,0.0227,0.5,1.53e-06,1,1,0.0733,-4.551,0.03,124.037,4,0.649
1959,Blurry,Come Clean (Repackaged International Version),Puddle Of Mudd,2001,303920,0,0.44,0.0102,0.932,0.0,3,0,0.142,-4.488,0.0584,157.438,4,0.495
1960,Complicated,Under My Skin/Let Go,Avril Lavigne,2002,244506,0,0.585,0.0572,0.776,7.74e-06,5,1,0.3,-5.898,0.0459,77.987,4,0.427
1961,Always On Time,Pain Is Love (International Version),Ja Rule,2001-10-29,245093,0,0.838,0.195,0.705,0.0,5,0,0.336,-6.131,0.29,96.643,4,0.837
1962,Ain't It Funny - Murder Remix,J To Tha L-O! The Remixes (Explicit Version),Jennifer Lopez,1999,229826,0,0.789,0.37,0.744,0.0,8,1,0.112,-2.673,0.139,89.399,4,0.77
1963,The Middle,Bleed American (Deluxe Edition),Jimmy Eat World,2001,168253,0,0.634,0.0291,0.886,0.0,2,1,0.342,-3.466,0.0517,161.933,4,0.922
1964,I Need a Girl (Pt. 1) [feat. Usher & Loon],R&B Hits,Diddy,2005-10-04,268800,66,0.66,0.397,0.707,0.0,6,1,0.211,-5.758,0.208,89.279,4,0.761
1965,U Don't Have to Call,8701,Usher,2001-08-07,269400,62,0.793,0.0478,0.568,3.57e-05,1,1,0.0304,-4.958,0.0459,100.005,4,0.806
1966,Family Affair,Family Affair (UK Version),Mary J. Blige,2001,267973,0,0.911,0.126,0.555,2.96e-05,8,0,0.0812,-3.835,0.0443,92.898,4,0.967
1967,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",Bad Boy's 10th Anniversary- The Hits,Diddy,2004-03-09,285586,72,0.713,0.421,0.471,0.0,1,0,0.0308,-7.392,0.483,199.764,4,0.779
1968,Gangsta Lovin',Eve-Olution [International Version (Explicit)],Eve,2002-01-01,239266,0,0.726,0.0546,0.845,0.0,1,0,0.0874,-3.543,0.059,94.34,4,0.793
1969,My Sacrifice,Greatest Hits,Creed,2004,295800,0,0.314,9.64e-05,0.87,1.32e-06,2,1,0.108,-6.037,0.0479,146.284,4,0.269
1970,Without Me,Curtain Call (Deluxe),Eminem,2005-12-06,291213,0,0.919,0.00293,0.657,0.0,7,1,0.356,-2.823,0.0907,112.23,4,0.659
1971,Hero,Escape,Enrique Iglesias,2001,264240,0,0.555,0.147,0.638,2.31e-05,7,1,0.107,-5.555,0.0418,151.933,4,0.149
1972,All You Wanted,The Spirit Room,Michelle Branch,2001-07-31,217680,63,0.499,0.00466,0.72,0.00303,8,1,0.122,-9.101,0.0286,96.103,4,0.652
1973,Get the Party Started,M!ssundaztood,P!nk,2001-11-16,191666,0,0.806,0.00127,0.902,0.0,11,0,0.212,-3.387,0.0475,128.943,4,0.961
1974,Hero (feat. Josey Scott),Hero (feat. Josey Scott),Chad Kroeger,2003,200480,69,0.427,0.00216,0.843,0.0,4,1,0.179,-4.54,0.0364,147.387,3,0.304
1975,Wasting My Time,The Fallout (Limited Edition),Default,2001,269306,63,0.449,0.00171,0.776,0.0,2,1,0.0698,-5.594,0.0322,148.11,4,0.198
1976,One Last Breath,Weathered,Creed,2001,238240,0,0.387,0.00886,0.7,0.00132,2,1,0.308,-5.812,0.034,126.276,4,0.217
1977,"Whenever, Wherever",Servicio De Lavandería,Shakira,2001,197026,50,0.793,0.264,0.831,7.03e-06,1,0,0.207,-4.861,0.0405,107.645,4,0.865
1978,I'm Gonna Be Alright,J To Tha L-O! The Remixes (Explicit Version),Jennifer Lopez,1999,200186,0,0.829,0.0599,0.604,0.000414,10,0,0.156,-4.714,0.232,94.035,4,0.803
1979,Oh Boy,Come Home With Me,Cam’ron,2002-01-01,204706,0,0.762,0.0266,0.776,0.0,11,1,0.0959,-5.623,0.196,83.02,4,0.796
1980,Heaven,Heaven,DJ Sammy,2002-08-06,235000,0,0.565,0.00107,0.942,0.000406,8,1,0.152,-6.821,0.0518,137.973,4,0.568
1981,Hey Baby,The Singles Collection,No Doubt,2003-01-01,206760,35,0.597,0.0588,0.86,0.0,11,0,0.266,-3.959,0.205,187.338,4,0.759
1982,Girlfriend,The Collection,*NSYNC,2010-01-22,254346,31,0.753,0.0589,0.81,2.34e-06,0,0,0.0387,-6.069,0.0964,93.977,4,0.862
1983,Just a Friend 2002 - Radio Edit,Mario,Mario,2002-07-22,214200,63,0.538,0.00541,0.677,0.0,0,1,0.236,-6.099,0.187,132.346,5,0.913
1984,Soak Up The Sun,Sheryl Crow - Hits & Rarities (International Version),Sheryl Crow,2007-01-01,291413,0,0.711,0.0478,0.715,0.0,4,1,0.143,-5.774,0.0426,120.002,4,0.761
1985,Don't Let Me Get Me - Radio Edit,Greatest Hits...So Far!!!,P!nk,2010-11-12,211480,37,0.595,0.00137,0.884,0.0,8,1,0.0748,-3.792,0.0937,98.476,4,0.549
1986,Nothin',Ultimate R&B (International Version),N.O.R.E.,2006-01-01,263786,0,0.792,0.317,0.832,2.34e-06,0,1,0.145,-7.423,0.153,97.006,4,0.754
1987,Oops (Oh My) (feat. Missy Elliott) - 2012 Collection Remaster,Get Ur Freak On - R&B Anthems,Tweet,2012-11-16,237866,0,0.707,0.426,0.51,0.0531,10,0,0.114,-8.967,0.239,160.116,4,0.719
1988,A Moment Like This,Greatest Hits - Chapter One,Kelly Clarkson,2012-11-16,228920,28,0.412,0.154,0.571,0.0,8,1,0.101,-3.886,0.03,145.543,4,0.177
1989,Addictive,Truthfully Speaking,Truth Hurts,2002-01-01,226146,0,0.7,0.0892,0.673,0.000145,11,0,0.179,-6.67,0.17,99.274,4,0.338
1990,Happy,Ashanti,Ashanti,2002-01-01,262226,0,0.727,0.24,0.515,3.65e-06,2,0,0.13,-6.553,0.0289,89.488,4,0.696
1991,No Such Thing,Room For Squares,John Mayer,2001-08-16,231466,64,0.668,0.0383,0.739,0.0,4,1,0.13,-4.919,0.0308,131.918,4,0.571
1992,Just Like a Pill,Greatest Hits...So Far!!!,P!nk,2010-11-12,237480,45,0.67,7.81e-05,0.813,0.0,9,1,0.0774,-3.509,0.0276,102.051,4,0.24
1993,Down 4 U,The Last Temptation,Charli Baltimore,2002,318426,37,0.651,0.228,0.616,0.0,9,0,0.708,-7.424,0.299,83.083,4,0.518
1994,Can't Get You out of My Head,Fever (Deluxe Edition),Kylie Minogue,2001-10-01,230640,48,0.766,0.0263,0.563,0.683,9,0,0.115,-7.516,0.0339,126.007,4,0.964
1995,Superman (It's Not Easy),"Songs From Dawson's Creek, Vol. II",Five For Fighting,2000-09-29,220773,41,0.529,0.0589,0.471,0.0,0,1,0.0567,-7.586,0.0267,107.464,4,0.17
1996,Cleanin' Out My Closet,Curtain Call (Deluxe),Eminem,2005-12-06,298960,0,0.905,0.0772,0.767,0.0,9,0,0.12,-4.798,0.189,147.983,4,0.871
1997,Halfcrazy - Album Version (Edited),Juslisen,Musiq Soulchild,2002-05-07,254493,0,0.412,0.462,0.769,1.16e-06,11,0,0.0485,-6.057,0.182,101.954,3,0.414
1998,"Lights, Camera, Action!",John P. Kelly,Mr. Cheeks,2001-01-01,261026,0,0.792,0.115,0.93,0.0,1,1,0.292,-6.32,0.0693,105.505,4,0.812
1999,Still Fly,Hood Rich (Explicit Version),Big Tymers,2002-01-01,335613,0,0.675,0.0302,0.607,8.67e-06,11,1,0.339,-3.538,0.161,177.928,4,0.56
2000,In Da Club,Get Rich Or Die Tryin',50 Cent,2003-02-06,193466,82,0.899,0.255,0.713,0.0,6,0,0.0708,-2.752,0.366,90.051,4,0.777
2001,Ignition (Remix),The R. In R&B Collection: Volume 1,R. Kelly,2003-09-11,187733,0,0.787,0.0615,0.527,0.0,1,1,0.0656,-6.981,0.0512,133.107,4,0.807
2002,Get Busy,Dutty Rock,Sean Paul,2002-11-12,211666,60,0.735,0.615,0.824,0.0,10,0,0.158,-4.143,0.036,100.202,4,0.726
2003,Crazy In Love (feat. Jay-Z),Dangerously In Love,Beyoncé,2003-06-24,236133,79,0.646,0.00249,0.77,0.0,2,0,0.0715,-6.596,0.226,99.165,4,0.681
2004,When I'm Gone,Away From The Sun,3 Doors Down,2002-11-12,260506,0,0.455,0.00446,0.764,0.0,2,1,0.105,-5.633,0.0327,74.021,4,0.359
2005,Unwell - 2007 Remaster,Exile on Mainstream,Matchbox Twenty,2007-10-02,237266,62,0.442,0.0456,0.793,0.0,9,1,0.328,-5.152,0.0347,80.985,4,0.437
2006,Right Thurr,Jackpot,Chingy,2003-01-01,250746,70,0.866,0.15,0.749,0.0,2,1,0.0614,-3.977,0.253,92.074,4,0.891
2007,Miss You,Miss You,Aaliyah,2010-09-27,247226,0,0.635,0.618,0.335,0.0,10,1,0.177,-9.906,0.036,109.814,4,0.524
2008,Bring Me To Life,Fallen,Evanescence,2003,237293,0,0.322,0.00846,0.947,3.95e-06,4,0,0.238,-3.173,0.12,189.994,4,0.269
2009,Get Low,Kings Of Crunk,Lil Jon & The East Side Boyz,2002-10-29,334066,75,0.521,0.0301,0.625,0.0,1,1,0.121,-7.47,0.067,101.019,4,0.136
2010,Baby Boy (feat. Sean Paul),Dangerously In Love,Beyoncé,2003-03-10,244866,55,0.689,0.0881,0.478,2.45e-06,1,1,0.357,-9.142,0.231,91.039,4,0.774
2011,Shake Ya Tailfeather (feat. Nelly & Murphy Lee),Bad Boys II,Diddy,2005-04-20,293666,49,0.671,0.207,0.782,0.0,1,1,0.174,-5.4,0.272,87.649,4,0.905
2012,21 Questions,21 Questions [International Version (Explicit)],50 Cent,2003-01-01,227186,0,0.575,0.313,0.811,0.000114,6,0,0.0804,-3.881,0.31,89.732,4,0.905
2013,All I Have,This Is Me...Then,Jennifer Lopez,2002-11-20,254466,0,0.701,0.271,0.669,0.0,1,1,0.158,-5.265,0.107,83.066,4,0.446
2014,Beautiful,Christina Aguilera/Stripped,Christina Aguilera,2006-08-28,238560,0,0.457,0.578,0.573,3.05e-06,5,0,0.114,-3.866,0.0275,76.193,4,0.0992
2015,I Know What You Want (feat. Flipmode Squad),It Ain't Safe No More. . .,Busta Rhymes,2002-11-26,324306,58,0.563,0.0141,0.751,0.0,6,1,0.636,-4.325,0.317,85.789,4,0.487
2016,I'm with You,Under My Skin/Let Go,Avril Lavigne,2002,223066,0,0.457,0.08,0.406,0.0,9,1,0.117,-7.462,0.0291,151.95,3,0.208
2017,Drift Away,No Stranger to Shame,Uncle Kracker,2002-07-09,255560,71,0.583,0.181,0.66,0.0,11,1,0.0979,-5.078,0.0377,151.956,4,0.861
2018,Magic Stick,La Bella Mafia,Lil' Kim,2003-03-03,334773,51,0.861,0.123,0.488,0.000105,9,1,0.299,-7.892,0.272,92.968,4,0.562
2019,P.I.M.P.,Get Rich Or Die Tryin',50 Cent,2003-02-06,249480,78,0.712,0.0521,0.772,4.35e-06,10,0,0.0368,-3.024,0.346,84.722,4,0.848
2020,"Bump, Bump, Bump (feat. P. Diddy)",Playlist: The Very Best Of Omarion,B2K,2002,279000,40,0.838,0.107,0.66,0.0,1,0,0.115,-6.388,0.195,95.493,4,0.888
2021,Into You (feat. Ashanti),Street Dreams (Bonus Track),Fabolous,2003-02-01,274333,59,0.726,0.179,0.568,0.0,7,0,0.0488,-8.358,0.0298,91.906,4,0.631
2022,Can't Let You Go (feat. Mike Shorey & Lil' Mo),Street Dreams (Bonus Track),Fabolous,2003-02-01,223973,64,0.646,0.231,0.6,0.0,9,1,0.0794,-6.569,0.458,192.082,4,0.811
